Fruit,Temp,Humid (%),Light (Fux),CO2 (pmm),Class
Orange,23,95,17.59724365,375,Bad
Banana,26,91,20.06947764,299,Good
Orange,22,95,9.201267821,178,Good
Orange,24,95,17.98744479,260,Bad
Tomato,25,95,12.76402932,381,Bad
Pineapple,24,95,13.95754575,305,Good
Orange,23,95,16.74896501,261,Bad
Orange,24,95,15.16773612,371,Bad
Orange,24,95,15.42113219,383,Bad
Tomato,22,92,11.79502342,350,Good
Pineapple,25,95,10.10404473,291,Bad
Pineapple,25,95,9.987371503,306,Bad
Pineapple,25,95,10.82824911,408,Bad
Orange,24,95,14.91822038,438,Bad
Tomato,23,89,8.568009903,307,Good
Tomato,23,91,8.31460431,369,Good
Pineapple,25,95,11.66198098,432,Bad
Pineapple,23,81,12.69256136,340,Good
Pineapple,25,95,10.89052217,292,Bad
Orange,23,95,16.20534945,257,Bad
Tomato,22,92,10.10404473,357,Good
Tomato,23,92,10.76627794,357,Good
Banana,25,89,19.20950925,381,Good
Orange,22,95,6.323687334,258,Good
Tomato,24,89,8.116146322,289,Good
Tomato,25,95,13.12676612,367,Bad
Orange,22,95,5.925488904,258,Good
Tomato,24,95,13.05349201,304,Bad
Orange,24,95,14.91822038,375,Bad
Banana,24,95,12.34050263,247,BAD
Tomato,23,89,7.683058499,293,Good
Tomato,24,89,13.80304952,394,Good
Orange,22,95,6.162179985,249,Good
Orange,22,95,7.0889296,361,Good
Orange,23,95,4.538130868,344,Good
Orange,24,95,14.91822038,389,Bad
Banana,26,90,19.10462223,391,Good
Orange,23,95,14.83589827,218,Bad
Pineapple,23,95,12.27113269,332,Good
Tomato,23,89,7.589280351,301,Good
Orange,23,95,8.364807255,175,Good
Pineapple,23,95,12.55068787,329,Good
Pineapple,25,95,10.28117628,365,Bad
Tomato,25,95,12.98058343,381,Bad
Pineapple,23,81,12.62144823,335,Good
Pineapple,22,95,12.76402932,324,Good
Pineapple,25,95,9.757364232,269,Bad
Orange,22,95,8.933015125,386,Good
Pineapple,24,95,14.1136139,327,Good
Orange,23,95,16.11639251,256,Bad
Orange,23,95,4.836285621,344,Good
Banana,24,95,17.12100442,253,BAD
Banana,24,95,12.62144823,244,BAD
Orange,23,95,15.67848238,256,Bad
Orange,23,95,14.91822038,212,Bad
Pineapple,25,95,10.04556771,295,Bad
Tomato,24,89,8.018312629,291,Good
Banana,24,95,17.30998858,252,BAD
Tomato,25,95,14.91822038,384,Bad
Banana,25,88,15.25176672,320,Good
Pineapple,25,95,10.46089174,368,Bad
Pineapple,25,95,9.929454577,312,Bad
Pineapple,25,95,12.13341843,414,Bad
Banana,25,86,18.69070341,389,Good
Banana,24,95,12.27113269,254,BAD
Banana,24,95,12.06507013,252,BAD
Pineapple,25,95,10.28117628,363,Bad
Pineapple,23,94,12.55068787,349,Good
Orange,22,95,6.613669965,259,Good
Tomato,26,90,7.044707922,405,Good
Orange,23,95,6.405576451,247,Good
Pineapple,22,95,13.80304952,340,Good
Orange,23,95,5.007419045,352,Good
Banana,24,86,13.88010234,343,Good
Banana,25,86,18.48706888,403,Good
Pineapple,24,95,14.03538213,318,Good
Orange,23,95,8.568009903,176,Good
Tomato,24,95,14.83589827,320,Bad
Orange,23,95,16.29477154,261,Bad
Tomato,23,89,7.777721829,303,Good
Tomato,23,91,8.465927903,365,Good
Tomato,24,95,16.47502321,367,Bad
Tomato,22,91,13.42356205,321,Good
Orange,24,95,15.00096563,367,Bad
Pineapple,25,95,11.46485093,411,Bad
Pineapple,23,95,12.13341843,311,Good
Tomato,24,95,11.99705843,362,Good
Pineapple,22,95,13.88010234,347,Good
Tomato,23,92,10.04556771,357,Good
Tomato,25,95,16.56585884,264,Bad
Pineapple,23,95,12.69256136,314,Good
Orange,23,95,7.542720421,161,Good
Orange,23,95,14.83589827,216,Bad
Banana,25,88,19.52760946,389,Good
Pineapple,25,95,9.8718154,338,Bad
Tomato,26,92,6.48823229,402,Good
Orange,22,95,9.420521035,389,Good
Pineapple,24,95,10.22184745,439,Bad
Pineapple,25,95,11.14266773,291,Bad
Pineapple,25,95,11.01598084,295,Bad
Pineapple,23,95,12.76402932,351,Good
Orange,24,95,15.59225501,394,Bad
Banana,24,95,17.30998858,254,BAD
Tomato,25,95,7.730278953,190,Good
Orange,23,95,14.59144457,389,Bad
Tomato,23,90,13.05349201,328,Good
Orange,23,95,19.63480231,338,Bad
Tomato,25,81,8.165410187,396,Good
Tomato,25,95,15.67848238,400,Bad
Banana,24,95,16.56585884,245,BAD
Orange,22,95,9.814452454,201,Good
Banana,25,95,14.75399666,266,BAD
Tomato,25,95,16.47502321,373,Bad
Orange,23,95,14.67251295,217,Bad
Banana,24,86,13.3488037,348,Good
Pineapple,25,95,9.929454577,347,Bad
Banana,24,95,12.69256136,251,BAD
Orange,22,95,4.904260592,351,Good
Tomato,25,93,6.571662296,405,Good
Pineapple,25,95,9.987371503,289,Bad
Orange,22,95,7.044707922,346,Good
Orange,23,95,14.75399666,439,Bad
Banana,24,95,17.59724365,269,BAD
Tomato,23,89,7.683058499,294,Good
Orange,23,95,19.74258151,282,Bad
Orange,24,95,15.76515749,378,Bad
Orange,22,95,7.404343951,362,Good
Tomato,23,92,10.16280412,353,Good
Orange,23,95,8.415248038,176,Good
Pineapple,25,95,10.64323454,448,Bad
Tomato,24,89,8.0671142,288,Good
Orange,22,95,8.516848104,167,Good
Pineapple,23,94,12.76402932,347,Good
Orange,23,95,14.91822038,388,Bad
Pineapple,25,95,11.46485093,436,Bad
Pineapple,25,95,10.04556771,292,Bad
Orange,23,95,6.446808067,251,Good
Orange,22,95,4.538130868,342,Good
Tomato,23,89,8.264637967,295,Good
Banana,26,90,19.74258151,375,Good
Pineapple,25,95,11.14266773,294,Bad
Orange,24,95,15.67848238,456,Bad
Tomato,24,95,12.98058343,298,Bad
Pineapple,25,95,9.987371503,316,Bad
Orange,22,95,8.986156218,327,Good
Pineapple,25,95,10.04556771,304,Bad
Tomato,23,91,13.57421101,332,Good
Tomato,25,95,12.76402932,301,Bad
Orange,22,95,4.505770041,339,Good
Orange,22,95,9.420521035,366,Good
Orange,23,95,15.25176672,455,Bad
Tomato,25,95,7.636059339,201,Good
Tomato,24,95,13.72638492,383,Bad
Banana,25,89,18.89654455,388,Good
Banana,24,95,12.27113269,255,BAD
Tomato,24,89,8.116146322,288,Good
Pineapple,25,95,11.20647613,314,Bad
Tomato,25,95,7.873279406,187,Good
Pineapple,25,95,10.76627794,292,Bad
Pineapple,25,95,10.04556771,301,Bad
Tomato,24,90,12.69256136,338,Good
Tomato,25,95,12.76402932,302,Bad
Banana,24,95,16.65717174,249,BAD
Orange,22,95,4.538130868,344,Good
Tomato,23,92,9.814452454,355,Good
Tomato,24,93,11.20647613,371,Good
Tomato,23,90,12.62144823,330,Good
Tomato,25,95,7.969740423,188,Good
Orange,23,95,15.59225501,252,Bad
Banana,25,95,17.98744479,373,Good
Tomato,24,95,12.90803823,301,Bad
Tomato,24,95,13.42356205,305,Bad
Pineapple,23,80,12.62144823,327,Good
Orange,22,95,4.870193845,340,Good
Pineapple,24,95,14.03538213,302,Good
Pineapple,25,95,10.04556771,302,Bad
Tomato,26,93,6.613669965,400,Good
Pineapple,25,95,11.01598084,308,Bad
Banana,24,95,16.02789778,344,BAD
Banana,25,87,13.65010619,337,Good
Orange,22,95,12.20210529,226,Good
Orange,22,95,7.177995872,291,Good
Banana,26,94,13.80304952,300,Good
Orange,23,95,14.91822038,374,Bad
Banana,24,95,16.65717174,245,BAD
Banana,25,95,16.11639251,262,BAD
Banana,24,95,18.48706888,256,BAD
Tomato,25,95,12.90803823,368,Bad
Orange,23,95,16.38466179,258,Bad
Orange,23,95,4.47356027,331,Good
Tomato,24,89,12.98058343,329,Good
Pineapple,25,95,10.58215896,452,Bad
Pineapple,25,95,9.814452454,324,Bad
Banana,26,89,17.98744479,410,Good
Pineapple,25,95,10.16280412,363,Bad
Banana,25,90,20.06947764,303,Good
Tomato,23,89,12.55068787,328,Good
Banana,24,95,18.38606989,256,BAD
Pineapple,24,95,13.88010234,336,Good
Banana,24,95,12.83585424,254,BAD
Tomato,26,93,6.529850053,398,Good
Banana,24,95,12.69256136,253,BAD
Tomato,25,95,12.90803823,368,Bad
Pineapple,25,95,11.14266773,317,Bad
Orange,24,95,15.76515749,395,Bad
Tomato,22,94,11.862037,348,Good
Tomato,25,95,15.50647254,309,Bad
Pineapple,25,95,10.04556771,294,Bad
Pineapple,22,95,12.98058343,324,Good
Banana,24,92,17.5009837,322,Good
Banana,25,86,13.57421101,342,Good
Tomato,25,95,7.636059339,194,Good
Orange,23,95,8.516848104,185,Good
Orange,23,95,19.74258151,353,Bad
Orange,22,95,8.933015125,196,Good
Pineapple,23,95,12.62144823,336,Good
Orange,22,95,6.405576451,264,Good
Orange,22,95,7.000692513,361,Good
Tomato,24,89,13.57421101,402,Good
Orange,22,95,8.568009903,384,Good
Tomato,25,95,15.67848238,317,Bad
Pineapple,24,95,14.1136139,312,Good
Pineapple,25,95,10.28117628,445,Bad
Banana,26,94,14.67251295,302,Good
Banana,25,86,13.72638492,340,Good
Banana,24,95,23.0158361,194,Good
Banana,24,95,13.27441976,256,BAD
Pineapple,25,95,12.48027818,438,Bad
Orange,22,95,6.48823229,260,Good
Banana,26,95,17.02725828,312,Good
Pineapple,23,86,12.69256136,334,Good
Pineapple,22,95,12.48027818,331,Good
Orange,23,95,14.83589827,215,Bad
Orange,23,95,14.51078894,364,Bad
Orange,23,95,4.570643409,325,Good
Banana,25,86,13.72638492,344,Good
Orange,23,95,14.75399666,217,Bad
Orange,23,95,8.31460431,177,Good
Tomato,24,89,8.116146322,288,Good
Orange,24,95,16.11639251,385,Bad
Tomato,24,94,11.46485093,360,Good
Orange,23,95,6.740875089,253,Good
Pineapple,23,93,12.76402932,344,Good
Banana,25,87,14.19224347,334,Good
Banana,26,95,17.69401633,313,Good
Pineapple,25,95,10.52137857,382,Bad
Banana,25,89,20.29041491,393,Good
Tomato,22,94,12.55068787,344,Good
Pineapple,23,82,12.62144823,340,Good
Orange,23,95,16.47502321,260,Bad
Pineapple,25,95,10.22184745,356,Bad
Pineapple,25,95,10.22184745,358,Bad
Pineapple,25,95,11.01598084,304,Bad
Tomato,24,89,8.0671142,292,Good
Banana,26,95,16.38466179,310,Good
Banana,26,94,15.16773612,300,Good
Orange,22,95,7.542720421,301,Good
Banana,25,89,20.17964285,297,Good
Banana,24,95,17.21524677,260,BAD
Pineapple,25,95,10.46089174,390,Bad
Tomato,26,85,8.415248038,406,Good
Orange,22,95,5.042126986,355,Good
Orange,22,95,6.122270991,247,Good
Orange,22,95,9.475991969,185,Good
Banana,25,89,20.51379641,305,Good
Banana,24,95,17.69401633,253,BAD
Pineapple,25,95,12.76402932,417,Bad
Orange,23,95,14.83589827,217,Bad
Orange,22,95,8.415248038,384,Good
Pineapple,23,82,12.62144823,328,Good
Orange,22,95,4.938486566,351,Good
Pineapple,23,80,12.41021712,330,Good
Banana,25,86,13.27441976,353,Good
Pineapple,24,95,14.1136139,312,Good
Orange,24,95,16.11639251,408,Bad
Orange,22,95,6.740875089,253,Good
Tomato,26,94,6.529850053,388,Good
Banana,26,89,19.63480231,386,Good
Pineapple,25,95,9.987371503,305,Bad
Orange,23,95,4.870193845,290,Good
Tomato,24,95,12.06507013,292,Bad
Pineapple,25,95,11.20647613,448,Bad
Pineapple,25,95,10.04556771,306,Bad
Tomato,25,95,15.42113219,401,Bad
Orange,24,95,15.67848238,374,Bad
Tomato,23,91,13.3488037,327,Good
Tomato,25,95,13.65010619,372,Bad
Pineapple,25,95,11.33503171,457,Bad
Orange,23,95,19.74258151,322,Bad
Orange,23,95,14.83589827,211,Bad
Tomato,26,94,6.613669965,402,Good
Orange,22,95,10.10404473,196,Good
Banana,26,94,14.51078894,300,Good
Pineapple,24,95,14.1136139,311,Good
Orange,23,95,19.85095108,354,Bad
Banana,25,86,13.49869706,349,Good
Pineapple,24,95,13.05349201,408,Bad
Pineapple,25,95,13.57421101,401,Bad
Tomato,22,94,13.49869706,359,Good
Tomato,23,88,8.018312629,291,Good
Orange,23,95,15.59225501,249,Bad
Banana,24,95,13.49869706,257,BAD
Pineapple,25,95,11.20647613,320,Bad
Banana,26,90,20.51379641,398,Good
Tomato,24,95,12.98058343,299,Bad
Orange,23,95,15.08413665,403,Bad
Tomato,24,89,13.80304952,389,Good
Tomato,22,92,10.22184745,359,Good
Pineapple,22,93,12.41021712,343,Good
Orange,24,95,16.38466179,392,Bad
Tomato,23,87,6.043008199,274,Good
Tomato,23,91,8.31460431,373,Good
Orange,24,95,14.91822038,359,Bad
Orange,24,95,14.83589827,375,Bad
Tomato,24,93,11.01598084,391,Good
Tomato,25,92,6.571662296,391,Good
Pineapple,25,95,11.20647613,296,Bad
Orange,23,95,9.814452454,384,Good
Tomato,24,89,8.165410187,289,Good
Orange,23,95,14.75399666,214,Bad
Banana,24,95,16.65717174,252,BAD
Pineapple,25,95,9.987371503,316,Bad
Pineapple,23,95,12.41021712,328,Good
Tomato,24,95,14.67251295,322,Bad
Tomato,23,91,13.3488037,320,Good
Banana,24,90,16.65717174,322,Good
Banana,24,95,12.27113269,250,BAD
Banana,25,89,19.63480231,390,Good
Pineapple,23,92,12.83585424,343,Good
Orange,22,95,6.405576451,244,Good
Pineapple,23,95,12.55068787,332,Good
Tomato,23,89,8.0671142,301,Good
Tomato,26,94,6.405576451,398,Good
Pineapple,25,95,9.8718154,317,Bad
Tomato,23,91,8.31460431,371,Good
Banana,24,95,12.48027818,255,BAD
Pineapple,23,95,13.72638492,278,Good
Orange,23,95,4.636126276,336,Good
Tomato,24,94,10.89052217,379,Good
Tomato,23,95,14.43054353,312,Bad
Banana,26,94,15.08413665,300,Good
Tomato,23,88,7.404343951,287,Good
Tomato,24,89,8.116146322,326,Good
Banana,24,95,13.05349201,247,BAD
Pineapple,23,85,12.76402932,334,Good
Pineapple,25,95,10.34079221,360,Bad
Orange,23,95,14.91822038,416,Bad
Tomato,24,90,13.05349201,333,Good
Orange,23,95,6.783674055,248,Good
Orange,22,95,6.571662296,250,Good
Pineapple,24,95,14.35070581,316,Good
Tomato,26,93,6.48823229,400,Good
Tomato,25,95,13.65010619,375,Bad
Orange,22,95,7.496378442,368,Good
Tomato,24,95,12.76402932,303,Bad
Tomato,23,90,12.48027818,331,Good
Tomato,23,92,8.986156218,363,Good
Orange,24,95,15.42113219,370,Bad
Orange,23,95,4.904260592,337,Good
Orange,23,95,14.91822038,217,Bad
Tomato,24,89,8.214906999,286,Good
Banana,26,95,17.21524677,313,Good
Pineapple,23,95,13.49869706,364,Good
Tomato,25,95,13.12676612,372,Bad
Tomato,24,95,14.67251295,320,Bad
Banana,24,95,19.00030193,286,BAD
Tomato,23,89,12.69256136,328,Good
Pineapple,22,95,12.98058343,333,Good
Tomato,23,89,7.873279406,295,Good
Tomato,25,95,13.42356205,387,Bad
Orange,23,95,14.83589827,388,Bad
Orange,23,85,4.47356027,322,Good
Tomato,23,94,10.89052217,384,Good
Tomato,26,91,6.783674055,396,Good
Orange,24,95,14.75399666,423,Bad
Orange,23,95,16.20534945,259,Bad
Banana,24,95,12.62144823,250,BAD
Pineapple,25,95,11.14266773,311,Bad
Tomato,25,95,13.20040797,363,Bad
Banana,26,95,19.95991509,396,Good
Orange,23,95,15.93986231,252,Bad
Orange,23,95,16.65717174,249,Bad
Tomato,25,93,6.613669965,388,Good
Pineapple,25,95,10.40069682,448,Bad
Orange,22,95,7.589280351,313,Good
Orange,23,95,14.67251295,364,Bad
Pineapple,24,95,13.95754575,310,Good
Orange,22,95,6.48823229,254,Good
Pineapple,23,95,12.90803823,341,Good
Orange,22,95,9.093199852,381,Good
Pineapple,25,95,11.53023895,313,Bad
Banana,24,95,17.30998858,256,BAD
Pineapple,25,95,10.16280412,291,Bad
Banana,24,95,12.41021712,256,BAD
Orange,22,95,8.986156218,177,Good
Tomato,25,95,12.83585424,363,Bad
Orange,24,95,14.91822038,360,Bad
Pineapple,25,95,9.987371503,300,Bad
Tomato,23,91,8.264637967,366,Good
Pineapple,23,95,12.76402932,348,Good
Orange,22,95,7.921396405,166,Good
Banana,25,89,20.06947764,302,Good
Orange,24,95,15.33623116,403,Bad
Orange,23,95,14.59144457,213,Bad
Orange,22,95,6.740875089,263,Good
Orange,23,95,6.698275399,248,Good
Orange,23,95,15.08413665,386,Bad
Tomato,22,92,11.92938136,348,Good
Tomato,26,94,6.283027997,402,Good
Tomato,26,93,6.571662296,398,Good
Pineapple,24,95,14.27127328,332,Good
Orange,24,95,14.67251295,394,Bad
Banana,24,95,12.55068787,245,BAD
Banana,24,95,12.48027818,252,BAD
Pineapple,23,84,12.62144823,350,Good
Pineapple,23,88,12.62144823,351,Good
Tomato,24,95,12.83585424,301,Bad
Tomato,24,95,14.75399666,318,Bad
Orange,24,95,16.02789778,373,Bad
Tomato,24,95,12.20210529,287,Bad
Banana,24,95,13.05349201,255,BAD
Pineapple,22,95,13.49869706,344,Good
Orange,23,95,6.740875089,260,Good
Banana,25,89,19.31496687,380,Good
Tomato,23,90,12.90803823,329,Good
Tomato,23,90,12.62144823,357,Good
Pineapple,25,95,10.70460698,292,Bad
Tomato,24,95,14.83589827,318,Bad
Banana,25,89,20.17964285,393,Good
Pineapple,23,95,12.76402932,348,Good
Tomato,23,88,7.825388265,293,Good
Orange,23,95,14.75399666,433,Bad
Banana,25,86,13.57421101,349,Good
Tomato,24,95,16.47502321,359,Bad
Tomato,22,91,13.42356205,335,Good
Tomato,23,95,14.83589827,316,Bad
Pineapple,24,95,13.95754575,328,Good
Pineapple,25,95,10.46089174,447,Bad
Orange,22,95,6.956882353,297,Good
Tomato,23,90,13.05349201,336,Good
Pineapple,25,95,9.987371503,321,Bad
Orange,23,95,18.58861217,260,Bad
Orange,22,95,8.827487661,177,Good
Orange,24,95,14.91822038,403,Bad
Banana,24,95,12.55068787,250,BAD
Tomato,23,89,12.69256136,326,Good
Tomato,25,95,16.38466179,362,Bad
Pineapple,25,95,10.04556771,308,Bad
Orange,23,95,4.768941936,341,Good
Banana,24,95,12.41021712,249,BAD
Pineapple,23,88,12.76402932,344,Good
Tomato,25,95,16.20534945,366,Bad
Orange,22,95,4.47356027,345,Good
Orange,22,95,12.06507013,226,Good
Pineapple,25,95,10.10404473,294,Bad
Tomato,26,91,6.783674055,405,Good
Tomato,25,95,16.47502321,362,Bad
Orange,22,95,4.904260592,349,Good
Orange,23,95,17.5009837,407,Bad
Pineapple,23,80,12.62144823,325,Good
Orange,23,95,4.836285621,355,Good
Orange,23,95,8.415248038,175,Good
Orange,23,95,15.16773612,391,Bad
Orange,23,95,14.83589827,400,Bad
Banana,24,95,17.12100442,252,BAD
Orange,22,95,11.72833871,223,Good
Orange,23,95,4.409591293,350,Good
Tomato,23,88,7.358649263,289,Good
Orange,24,95,15.33623116,391,Bad
Pineapple,25,95,9.8718154,328,Bad
Orange,23,95,15.93986231,257,Bad
Orange,22,95,6.48823229,259,Good
Orange,23,95,4.505770041,311,Good
Pineapple,24,95,14.1136139,306,Good
Pineapple,24,95,11.33503171,434,Bad
Orange,22,95,4.972872478,358,Good
Pineapple,25,95,9.987371503,301,Bad
Pineapple,24,95,13.80304952,401,Bad
Banana,26,95,16.84124175,312,Good
Orange,23,95,8.0671142,178,Good
Orange,24,95,15.25176672,457,Bad
Pineapple,22,95,12.76402932,328,Good
Pineapple,23,95,12.76402932,354,Good
Tomato,23,95,14.43054353,309,Bad
Banana,24,95,19.00030193,280,BAD
Orange,23,95,16.56585884,261,Bad
Orange,22,95,6.405576451,255,Good
Tomato,25,92,6.48823229,396,Good
Tomato,22,93,14.1136139,327,Good
Banana,24,95,19.42099897,318,BAD
Pineapple,24,95,11.66198098,432,Bad
Orange,23,95,19.74258151,361,Bad
Pineapple,25,95,12.83585424,413,Bad
Banana,25,86,12.48027818,344,Good
Pineapple,25,95,10.95309884,296,Bad
Tomato,23,89,6.613669965,286,Good
Pineapple,25,95,9.929454577,322,Bad
Banana,24,95,13.57421101,254,BAD
Pineapple,25,95,10.10404473,353,Bad
Banana,24,87,14.1136139,326,Good
Orange,22,95,9.093199852,199,Good
Pineapple,23,95,12.83585424,347,Good
Tomato,23,91,8.465927903,361,Good
Pineapple,22,95,12.41021712,337,Good
Pineapple,25,95,5.36188151,440,Bad
Pineapple,25,95,9.987371503,313,Bad
Tomato,23,89,7.636059339,304,Good
Tomato,24,95,12.13341843,291,Bad
Pineapple,23,95,13.57421101,371,Good
Orange,22,95,8.264637967,175,Good
Tomato,25,95,14.51078894,385,Bad
Orange,22,95,8.671063387,188,Good
Orange,22,95,6.48823229,262,Good
Banana,24,95,13.88010234,248,BAD
Orange,22,95,8.568009903,179,Good
Banana,25,95,13.27441976,200,BAD
Orange,22,95,5.182587061,359,Good
Tomato,25,95,14.03538213,371,Bad
Banana,24,95,13.72638492,251,BAD
Orange,23,95,14.59144457,214,Bad
Banana,26,90,19.31496687,396,Good
Orange,23,95,19.52760946,359,Bad
Pineapple,25,95,10.22184745,276,Bad
Orange,24,95,14.51078894,246,Bad
Pineapple,23,95,12.34050263,329,Good
Pineapple,25,95,9.929454577,342,Bad
Pineapple,25,95,9.757364232,324,Bad
Banana,24,95,20.85352641,318,Good
Tomato,24,90,8.165410187,290,Good
Pineapple,25,95,11.01598084,296,Bad
Tomato,23,93,11.20647613,352,Good
Pineapple,22,95,12.69256136,335,Good
Orange,23,95,16.65717174,244,Bad
Banana,26,91,19.74258151,302,Good
Tomato,23,91,8.31460431,371,Good
Banana,26,90,20.40179801,394,Good
Banana,24,92,17.12100442,315,Good
Tomato,25,95,15.85228317,313,Bad
Tomato,23,92,10.70460698,358,Good
Tomato,24,95,16.47502321,359,Bad
Tomato,25,95,13.05349201,369,Bad
Orange,23,95,9.531728808,181,Good
Pineapple,25,95,10.52137857,402,Bad
Tomato,23,89,7.636059339,301,Good
Tomato,24,95,12.90803823,303,Bad
Orange,22,95,5.886678992,262,Good
Orange,22,95,6.446808067,253,Good
Pineapple,25,95,9.987371503,311,Bad
Pineapple,23,82,12.48027818,342,Good
Orange,23,95,16.84124175,247,Bad
Orange,22,95,8.933015125,386,Good
Orange,24,95,14.67251295,366,Bad
Tomato,23,89,12.76402932,336,Good
Orange,23,95,19.95991509,336,Bad
Pineapple,25,95,11.20647613,408,Bad
Orange,22,95,5.007419045,351,Good
Pineapple,25,95,10.10404473,294,Bad
Tomato,25,95,12.98058343,380,Bad
Banana,25,95,16.20534945,276,BAD
Orange,22,95,7.589280351,296,Good
Orange,23,95,16.11639251,254,Bad
Banana,24,95,17.12100442,243,BAD
Tomato,24,89,13.27441976,393,Good
Orange,22,95,4.904260592,343,Good
Orange,22,95,8.415248038,175,Good
Pineapple,25,95,9.757364232,329,Bad
Tomato,26,93,6.571662296,390,Good
Orange,22,95,8.465927903,183,Good
Orange,23,95,7.404343951,357,Good
Pineapple,22,95,12.90803823,333,Good
Orange,23,95,15.00096563,378,Bad
Tomato,23,87,6.48823229,290,Good
Tomato,23,91,8.264637967,370,Good
Banana,24,95,16.93400512,248,BAD
Tomato,24,89,13.49869706,379,Good
Banana,26,95,14.43054353,307,Good
Tomato,24,95,16.56585884,362,Bad
Orange,23,95,16.20534945,258,Bad
Banana,25,85,13.57421101,350,Good
Tomato,25,95,12.83585424,373,Bad
Tomato,24,95,16.38466179,357,Bad
Pineapple,22,88,12.62144823,338,Good
Orange,23,95,14.75399666,377,Bad
Tomato,26,85,8.364807255,414,Good
Pineapple,23,86,12.76402932,342,Good
Orange,23,95,14.91822038,218,Bad
Tomato,25,95,12.76402932,302,Bad
Orange,23,95,15.16773612,248,Bad
Tomato,22,94,12.62144823,180,Good
Orange,23,95,8.415248038,175,Good
Pineapple,24,95,12.13341843,438,Bad
Pineapple,23,95,12.41021712,327,Good
Tomato,23,89,7.777721829,302,Good
Orange,22,95,6.740875089,261,Good
Pineapple,22,92,12.76402932,320,Good
Tomato,23,90,13.05349201,336,Good
Banana,25,89,19.74258151,303,Good
Tomato,23,91,8.364807255,372,Good
Tomato,22,92,10.16280412,359,Good
Tomato,24,89,13.65010619,401,Good
Orange,24,95,18.48706888,261,Bad
Orange,24,95,15.93986231,373,Bad
Pineapple,23,95,12.48027818,332,Good
Banana,24,95,19.20950925,303,BAD
Pineapple,25,95,12.13341843,411,Bad
Tomato,25,95,12.90803823,369,Bad
Orange,22,95,4.870193845,345,Good
Banana,25,89,15.76515749,327,Good
Orange,23,95,6.446808067,251,Good
Orange,24,95,15.00096563,373,Bad
Orange,23,95,14.59144457,212,Bad
Orange,22,95,8.568009903,187,Good
Tomato,24,95,16.47502321,362,Bad
Orange,22,95,8.116146322,371,Good
Pineapple,24,95,12.98058343,401,Bad
Orange,23,95,6.446808067,245,Good
Orange,23,95,19.95991509,332,Bad
Banana,24,95,12.41021712,251,BAD
Pineapple,23,95,12.76402932,350,Good
Orange,22,95,8.568009903,375,Good
Pineapple,24,95,11.59594835,435,Bad
Tomato,25,95,13.72638492,385,Bad
Pineapple,25,95,10.10404473,436,Bad
Tomato,25,95,14.67251295,303,Bad
